#hg38.knownCanonical.transcript	hg38.refGene.name	hg38.refGene.name2
ENST00000367772.8	NM_181093	SCYL3
ENST00000444750.1	n/a	n/a
ENST00000457038.1	n/a	n/a
ENST00000432296.1	NR_040073	MIR181A1HG
ENST00000429105.1	n/a	n/a
ENST00000441799.1	n/a	n/a
ENST00000434805.1	n/a	n/a
ENST00000413347.2	n/a	n/a
ENST00000431139.3	n/a	n/a
ENST00000445891.1	n/a	n/a
ENST00000634337.2	n/a	n/a
ENST00000439059.2	NR_027087	LINC02800
ENST00000421884.2	n/a	n/a
ENST00000434540.1	n/a	n/a
ENST00000419667.2	n/a	n/a
ENST00000415219.2	n/a	n/a
ENST00000446847.1	n/a	n/a
ENST00000431803.2	n/a	n/a
ENST00000447500.4	n/a	n/a
ENST00000420071.1	NR_125988	LOC101929721
ENST00000426743.1	n/a	n/a
ENST00000642319.1	NR_037642	LHX4-AS1
ENST00000449958.1	n/a	n/a
ENST00000429293.1	n/a	n/a
ENST00000447545.1	n/a	n/a
ENST00000426929.1	n/a	n/a
ENST00000444624.1	n/a	n/a
ENST00000438481.1	n/a	n/a
ENST00000453860.1	n/a	n/a
ENST00000421430.2	n/a	n/a
ENST00000436045.1	n/a	n/a
ENST00000414128.1	n/a	n/a
ENST00000458145.1	NR_147162	LINC01753
ENST00000422250.1	n/a	n/a
ENST00000430583.2	n/a	n/a
ENST00000426794.1	n/a	n/a
ENST00000435545.1	n/a	n/a
ENST00000422187.2	n/a	n/a
ENST00000433131.1	n/a	n/a
ENST00000432935.1	n/a	n/a
ENST00000447600.1	NR_135061	EXOSC10-AS1
ENST00000428881.1	n/a	n/a
ENST00000446136.1	NR_027055	FAM41C
ENST00000449303.2	n/a	n/a
ENST00000416343.2	NR_038914	LINC01349
ENST00000429507.1	n/a	n/a
ENST00000438288.1	n/a	n/a
ENST00000434139.1	n/a	n/a
ENST00000437898.1	NR_135114	EMC1-AS1
ENST00000643891.1	NR_132374	LINC01037
ENST00000451611.1	NR_132786	LOC101928098
ENST00000650223.1	NR_146486	LINC01650
ENST00000438196.2	n/a	n/a
ENST00000433082.6	NR_037850	PROX1-AS1
ENST00000414377.1	n/a	n/a
ENST00000438318.1	NR_046653,	VAV3-AS1,
ENST00000454305.1	n/a	n/a
ENST00000417651.1	NR_110758	LINC01756
ENST00000441183.1	n/a	n/a
ENST00000413899.1	n/a	n/a
ENST00000433869.1	NR_123739	ERLNC1
ENST00000431838.1	n/a	n/a
ENST00000453979.2	n/a	n/a
ENST00000442453.2	n/a	n/a
ENST00000434244.5	n/a	n/a
ENST00000637430.1	n/a	n/a
ENST00000442382.1	n/a	n/a
ENST00000417354.3	NR_103486	DNM3OS
ENST00000434240.2	n/a	n/a
ENST00000415894.1	n/a	n/a
ENST00000596516.2	NM_001287737	SETSIP
ENST00000442636.1	NR_038351	ENO1-AS1
ENST00000412357.1	n/a	n/a
ENST00000448179.1	n/a	n/a
ENST00000429191.1	n/a	n/a
ENST00000454271.1	n/a	n/a
ENST00000420347.1	n/a	n/a
ENST00000441166.1	n/a	n/a
ENST00000447415.1	n/a	n/a
ENST00000416119.1	n/a	n/a
ENST00000429074.1	n/a	n/a
ENST00000451015.1	n/a	n/a
ENST00000448964.1	n/a	n/a
ENST00000414923.1	n/a	n/a
ENST00000595309.5	NR_125954	LINC01676
ENST00000452777.1	n/a	n/a
ENST00000445179.1	n/a	n/a
ENST00000439132.1	n/a	n/a
ENST00000418244.5	NR_121634	FOXD3-AS1
ENST00000437515.1	NR_104189,	SRGAP2-AS1,
ENST00000412354.1	n/a	n/a
ENST00000452901.5	NR_147074	LINC01362
ENST00000456070.1	n/a	n/a
ENST00000438469.2	n/a	n/a
ENST00000425462.1	n/a	n/a
ENST00000450202.2	n/a	n/a
ENST00000450663.1	n/a	n/a
ENST00000648424.1	n/a	n/a
ENST00000414418.1	n/a	n/a
ENST00000440249.1	n/a	n/a
ENST00000430643.1	n/a	n/a
ENST00000451784.1	n/a	n/a
ENST00000419144.1	NR_046780	HAO2-IT1
ENST00000415580.2	n/a	n/a
ENST00000429156.5	NR_145434	MIR205HG
ENST00000448591.1	n/a	n/a
ENST00000425806.2	n/a	n/a
ENST00000420575.2	n/a	n/a
ENST00000419993.1	n/a	n/a
ENST00000418655.2	n/a	n/a
ENST00000432461.1	n/a	n/a
ENST00000417027.1	n/a	n/a
ENST00000422817.2	n/a	n/a
ENST00000412228.1	n/a	n/a
ENST00000421933.1	NR_148994	LOC91548
ENST00000447623.2	n/a	n/a
ENST00000419696.1	n/a	n/a
ENST00000412838.1	n/a	n/a
ENST00000456389.1	n/a	n/a
ENST00000413694.2	n/a	n/a
ENST00000643232.1	NR_146283	MIR4422HG
ENST00000449769.1	n/a	n/a
ENST00000435442.1	n/a	n/a
ENST00000438176.2	n/a	n/a
ENST00000449034.1	NR_038404	LOC100506801
ENST00000429398.5	NR_125965	AP4B1-AS1
ENST00000425631.5	NR_038372	CSMD2-AS1
ENST00000413356.1	NR_033922	LINC01720
ENST00000435277.1	n/a	n/a
ENST00000424872.2	n/a	n/a
ENST00000443746.1	n/a	n/a
ENST00000431596.1	n/a	n/a
ENST00000456766.1	n/a	n/a
ENST00000427290.1	n/a	n/a
ENST00000442774.1	n/a	n/a
ENST00000635290.1	NR_110628	LOC101926964
ENST00000456078.1	n/a	n/a
ENST00000447743.1	n/a	n/a
ENST00000432390.2	n/a	n/a
ENST00000446554.1	n/a	n/a
ENST00000450155.5	NR_034126	LINC01160
ENST00000454884.2	n/a	n/a
ENST00000424379.1	n/a	n/a
ENST00000446227.2	NR_146478	LINC01712
ENST00000418015.1	NR_125975	WARS2-AS1
ENST00000454883.1	n/a	n/a
ENST00000416416.1	NR_125958	GORAB-AS1
ENST00000455238.1	n/a	n/a
ENST00000431295.1	n/a	n/a
ENST00000455124.2	n/a	n/a
ENST00000436135.1	n/a	n/a
ENST00000438293.1	NR_145438	LINC01750
ENST00000428891.1	n/a	n/a
ENST00000447051.2	n/a	n/a
ENST00000448344.1	NM_001321854	JAK1
ENST00000412772.1	NR_117097	LINC01353
ENST00000443270.1	n/a	n/a
ENST00000436756.5	n/a	n/a
ENST00000446169.1	n/a	n/a
ENST00000427395.1	n/a	n/a
ENST00000634549.1	NR_111930	LOC100132057
ENST00000436779.1	n/a	n/a
ENST00000451239.1	n/a	n/a
ENST00000415303.2	n/a	n/a
ENST00000448848.2	n/a	n/a
ENST00000426709.5	NR_110811	LINC01363
ENST00000449215.1	n/a	n/a
ENST00000414565.1	n/a	n/a
ENST00000432395.1	n/a	n/a
ENST00000432815.2	n/a	n/a
ENST00000439662.1	n/a	n/a
ENST00000429389.1	n/a	n/a
ENST00000443636.1	NR_146491	LINC01698
ENST00000451795.1	NR_125961	COA6-AS1
ENST00000414848.1	NR_033946	LINC01704
ENST00000439146.1	NR_126402	LINC01307
ENST00000423841.1	n/a	n/a
ENST00000437919.1	n/a	n/a
ENST00000435919.2	n/a	n/a
ENST00000423619.2	n/a	n/a
ENST00000435554.1	n/a	n/a
ENST00000452199.1	NR_147896	LINC02789
ENST00000424592.1	n/a	n/a
ENST00000648011.1	NR_003955	EMBP1
ENST00000647225.1	NR_039624,	MIR4426,
ENST00000435574.1	NR_038426	LINC01354
ENST00000415330.2	NR_126366	PIK3CD-AS2
ENST00000449525.1	n/a	n/a
ENST00000431637.2	NR_048550	LINC00210
ENST00000427283.1	n/a	n/a
ENST00000435134.2	n/a	n/a
ENST00000447495.1	n/a	n/a
ENST00000436385.2	n/a	n/a
ENST00000419034.1	n/a	n/a
ENST00000413035.5	NR_046696	IPO9-AS1
ENST00000442726.1	n/a	n/a
ENST00000440922.2	n/a	n/a
ENST00000424368.1	n/a	n/a
ENST00000443360.1	n/a	n/a
ENST00000420354.1	n/a	n/a
ENST00000455902.2	n/a	n/a
ENST00000442108.1	n/a	n/a
ENST00000434488.2	n/a	n/a
ENST00000430542.1	n/a	n/a
ENST00000448132.1	n/a	n/a
ENST00000446438.1	n/a	n/a
ENST00000435311.1	NR_110693	LINC01787
ENST00000434207.1	n/a	n/a
ENST00000412047.1	n/a	n/a
ENST00000443562.1	NR_033981	LRRC8C-DT
ENST00000455484.2	n/a	n/a
ENST00000635298.1	NR_045483	FAAHP1
ENST00000422197.2	n/a	n/a
ENST00000245811.6	n/a	n/a
ENST00000423231.1	n/a	n/a
ENST00000426952.2	n/a	n/a
ENST00000595491.1	n/a	n/a
ENST00000420807.1	NR_125789	LINC01031
ENST00000437499.1	n/a	n/a
ENST00000452962.1	NR_040773	DCST1-AS1
ENST00000419731.1	n/a	n/a
ENST00000456026.1	NR_110794	LINC01653
ENST00000417563.2	NM_001195190	TEX50
ENST00000419498.1	n/a	n/a
ENST00000424742.1	n/a	n/a
ENST00000433123.2	n/a	n/a
ENST00000412915.1	n/a	n/a
ENST00000435206.1	n/a	n/a
ENST00000453572.1	n/a	n/a
ENST00000441051.1	n/a	n/a
ENST00000427339.1	n/a	n/a
ENST00000446321.1	NR_151721	KIF26B-AS1
ENST00000451545.1	n/a	n/a
ENST00000421994.2	n/a	n/a
ENST00000424862.2	n/a	n/a
ENST00000419614.1	n/a	n/a
ENST00000416377.2	n/a	n/a
ENST00000443067.1	n/a	n/a
ENST00000449188.2	n/a	n/a
ENST00000422272.2	n/a	n/a
ENST00000447150.1	n/a	n/a
ENST00000413827.1	n/a	n/a
ENST00000594189.2	n/a	n/a
ENST00000437933.1	n/a	n/a
ENST00000420587.5	NR_040077	GNG12-AS1
ENST00000453255.1	n/a	n/a
ENST00000437965.1	n/a	n/a
ENST00000649049.1	n/a	n/a
ENST00000373226.2	n/a	n/a
ENST00000447259.2	n/a	n/a
ENST00000428687.1	n/a	n/a
ENST00000412766.1	n/a	n/a
ENST00000411837.1	n/a	n/a
ENST00000425640.1	n/a	n/a
ENST00000376189.5	NM_001010889,	PRAMEF6,
ENST00000440104.1	n/a	n/a
ENST00000413412.1	n/a	n/a
ENST00000635492.1	n/a	n/a
ENST00000447882.1	n/a	n/a
ENST00000434367.1	n/a	n/a
ENST00000413187.2	n/a	n/a
ENST00000414452.1	NR_046268	TGFB2-AS1
ENST00000445848.2	n/a	n/a
ENST00000424736.2	n/a	n/a
ENST00000416622.1	n/a	n/a
ENST00000456382.2	n/a	n/a
ENST00000452399.5	NR_027356,	LSP1P5,
ENST00000434112.1	n/a	n/a
ENST00000416349.1	n/a	n/a
ENST00000424982.1	n/a	n/a
ENST00000441695.2	n/a	n/a
ENST00000411815.3	n/a	n/a
ENST00000439736.1	NR_046783	KCND3-IT1
ENST00000415647.1	NR_145481	KIAA1614-AS1
ENST00000634256.1	NR_147025	LINC01646
ENST00000428434.1	n/a	n/a
ENST00000418010.1	n/a	n/a
ENST00000417053.2	n/a	n/a
ENST00000436706.1	NR_110669	LOC101927143
ENST00000457683.1	NR_146623	LINC01780
ENST00000431968.2	n/a	n/a
ENST00000447795.3	NR_135595	ZNF687-AS1
ENST00000431536.1	n/a	n/a
ENST00000425922.1	n/a	n/a
ENST00000435997.2	n/a	n/a
ENST00000438158.1	n/a	n/a
ENST00000412909.1	n/a	n/a
ENST00000443018.2	n/a	n/a
ENST00000431587.2	n/a	n/a
ENST00000433683.1	n/a	n/a
ENST00000430791.1	n/a	n/a
ENST00000446686.1	n/a	n/a
ENST00000429616.1	n/a	n/a
ENST00000632456.1	n/a	n/a
ENST00000486033.2	n/a	n/a
ENST00000447665.2	n/a	n/a
ENST00000452887.2	n/a	n/a
ENST00000416715.1	n/a	n/a
ENST00000440689.1	n/a	n/a
ENST00000415754.1	NR_146914	LINC01717
ENST00000456678.1	n/a	n/a
ENST00000647692.1	NR_033940	LOC100129620
ENST00000424829.1	n/a	n/a
ENST00000399343.2	n/a	n/a
ENST00000433311.2	n/a	n/a
ENST00000421703.5	NR_040063	SMG7-AS1
ENST00000446354.2	n/a	n/a
ENST00000452067.1	n/a	n/a
ENST00000422980.1	NR_046590	DPYD-AS1
ENST00000433122.2	n/a	n/a
ENST00000420457.1	n/a	n/a
ENST00000448115.1	n/a	n/a
ENST00000415437.1	NR_110699	LOC101928404
ENST00000420156.2	n/a	n/a
ENST00000412419.2	n/a	n/a
ENST00000449895.5	NR_125999	RERE-AS1
ENST00000479457.1	n/a	n/a
ENST00000442943.2	n/a	n/a
ENST00000420382.1	n/a	n/a
ENST00000415279.1	n/a	n/a
ENST00000440321.1	n/a	n/a
ENST00000412647.2	NR_146479	LINC01737
ENST00000437400.2	n/a	n/a
ENST00000456364.1	n/a	n/a
ENST00000447867.1	n/a	n/a
ENST00000449680.5	NR_045630	RGS5
ENST00000425003.2	n/a	n/a
ENST00000417975.1	NR_119375	LINC01725
ENST00000453661.1	n/a	n/a
ENST00000426692.1	n/a	n/a
ENST00000456361.1	n/a	n/a
ENST00000457996.1	n/a	n/a
ENST00000428289.1	n/a	n/a
ENST00000369171.3	n/a	n/a
ENST00000635342.1	NR_146609	LINC01677
ENST00000421195.1	n/a	n/a
ENST00000455929.1	n/a	n/a
ENST00000436642.1	n/a	n/a
ENST00000420703.1	n/a	n/a
ENST00000437156.1	n/a	n/a
ENST00000648749.1	NR_147161	LINC01755
ENST00000430973.1	n/a	n/a
ENST00000436206.1	n/a	n/a
ENST00000426289.2	n/a	n/a
ENST00000437166.2	n/a	n/a
ENST00000435871.1	n/a	n/a
ENST00000438864.1	n/a	n/a
ENST00000423907.5	NR_125972	LINC01762
ENST00000446527.5	NR_109849	LOC102606465
ENST00000450032.2	n/a	n/a
ENST00000443284.1	n/a	n/a
ENST00000394974.2	n/a	n/a
ENST00000435735.2	NR_147176	MROH3P
ENST00000434575.1	n/a	n/a
ENST00000420263.1	n/a	n/a
ENST00000457440.1	n/a	n/a
ENST00000428912.1	n/a	n/a
ENST00000432703.1	NR_125978	LOC101929464
ENST00000426570.3	n/a	n/a
ENST00000436960.1	n/a	n/a
ENST00000650063.1	n/a	n/a
ENST00000412674.1	NR_040065	LINC01346
ENST00000442087.2	n/a	n/a
ENST00000412483.1	n/a	n/a
ENST00000443064.2	n/a	n/a
ENST00000437631.1	n/a	n/a
ENST00000436366.1	n/a	n/a
ENST00000628573.2	NR_103776	CHRM3-AS2
ENST00000447916.1	n/a	n/a
ENST00000441046.1	n/a	n/a
ENST00000437416.2	n/a	n/a
ENST00000611275.4	NR_125968	LINC01719
ENST00000445180.2	NR_110790	LINC01648
ENST00000441422.1	n/a	n/a
ENST00000480705.1	n/a	n/a
ENST00000440897.1	n/a	n/a
ENST00000427439.1	NR_110525	LINC01222
ENST00000417969.1	n/a	n/a
ENST00000413189.1	n/a	n/a
ENST00000614408.1	n/a	n/a
ENST00000418471.1	n/a	n/a
ENST00000449024.2	n/a	n/a
ENST00000457706.1	n/a	n/a
ENST00000425455.2	n/a	n/a
ENST00000455189.1	n/a	n/a
ENST00000451327.2	n/a	n/a
ENST00000454631.1	n/a	n/a
ENST00000446414.2	n/a	n/a
ENST00000436991.1	n/a	n/a
ENST00000439455.1	n/a	n/a
ENST00000428747.1	NR_148918	LOC101927417
ENST00000402743.2	n/a	n/a
ENST00000455599.1	n/a	n/a
ENST00000414169.1	n/a	n/a
ENST00000450800.1	NR_046845	DNM3-IT1
ENST00000443930.1	n/a	n/a
ENST00000448700.2	n/a	n/a
ENST00000454879.1	n/a	n/a
ENST00000441261.1	n/a	n/a
ENST00000432512.1	n/a	n/a
ENST00000425820.1	n/a	n/a
ENST00000635581.1	NR_135038	LINC02609
ENST00000438595.2	n/a	n/a
ENST00000414156.1	NR_046817	ERI3-IT1
ENST00000458678.1	n/a	n/a
ENST00000446411.5	NR_125992	LOC102723833
ENST00000424989.1	NR_038842	LINC01137
ENST00000416729.2	n/a	n/a
ENST00000416056.2	n/a	n/a
ENST00000424689.1	n/a	n/a
ENST00000419476.2	n/a	n/a
ENST00000432723.3	n/a	n/a
ENST00000450668.1	n/a	n/a
ENST00000427515.2	n/a	n/a
ENST00000450131.2	n/a	n/a
ENST00000421530.1	NR_038072	LOC100505795
ENST00000433837.1	n/a	n/a
ENST00000448759.1	n/a	n/a
ENST00000449287.1	n/a	n/a
ENST00000456396.1	n/a	n/a
ENST00000433474.1	n/a	n/a
ENST00000448680.1	n/a	n/a
ENST00000412311.5	n/a	n/a
ENST00000442987.3	n/a	n/a
ENST00000424084.1	n/a	n/a
ENST00000424045.2	n/a	n/a
ENST00000448134.1	n/a	n/a
ENST00000457348.5	NR_034150	LINC01136
ENST00000628080.1	n/a	n/a
ENST00000424917.1	n/a	n/a
ENST00000439056.1	n/a	n/a
ENST00000457967.1	n/a	n/a
ENST00000421866.1	n/a	n/a
ENST00000446914.2	n/a	n/a
ENST00000434983.2	NR_146892	LINC01680
ENST00000411417.1	n/a	n/a
ENST00000424943.1	NR_033966	LINC01761
ENST00000445825.1	n/a	n/a
ENST00000430677.1	n/a	n/a
ENST00000421314.1	n/a	n/a
ENST00000428087.1	n/a	n/a
ENST00000414733.2	n/a	n/a
ENST00000483273.2	NM_001089591	UQCRHL
ENST00000440762.5	NR_110676	LINC01360
ENST00000440492.1	NR_151722	LINC02574
ENST00000432923.2	n/a	n/a
ENST00000439184.1	NR_146891	LINC01681
ENST00000445131.2	n/a	n/a
ENST00000427600.2	n/a	n/a
ENST00000423668.1	n/a	n/a
ENST00000424885.1	n/a	n/a
ENST00000418187.1	n/a	n/a
ENST00000415765.1	NR_125784	SPATA17-AS1
ENST00000423464.1	n/a	n/a
ENST00000439294.1	n/a	n/a
ENST00000594193.1	n/a	n/a
ENST00000417020.1	n/a	n/a
ENST00000447525.1	n/a	n/a
ENST00000434499.2	n/a	n/a
ENST00000427176.1	n/a	n/a
ENST00000415359.1	n/a	n/a
ENST00000426519.1	NR_146890	LINC01675
ENST00000428703.1	n/a	n/a
ENST00000457809.1	n/a	n/a
ENST00000443104.5	NR_125940	LINC01781
ENST00000426504.1	n/a	n/a
ENST00000429959.2	n/a	n/a
ENST00000411569.1	n/a	n/a
ENST00000453111.1	n/a	n/a
ENST00000435216.1	n/a	n/a
ENST00000412239.1	NR_147182	LIX1L-AS1
ENST00000425109.2	n/a	n/a
ENST00000484004.2	n/a	n/a
ENST00000617878.2	n/a	n/a
ENST00000438597.1	NR_046784	KCNH1-IT1
ENST00000413707.1	n/a	n/a
ENST00000396543.2	n/a	n/a
ENST00000429623.1	n/a	n/a
ENST00000428732.1	NR_110671	DEPDC1-AS1
ENST00000445817.1	n/a	n/a
ENST00000428035.1	n/a	n/a
ENST00000425293.1	n/a	n/a
ENST00000450811.1	n/a	n/a
ENST00000437848.1	n/a	n/a
ENST00000425064.1	n/a	n/a
ENST00000455540.2	n/a	n/a
ENST00000443612.1	n/a	n/a
ENST00000446155.1	n/a	n/a
ENST00000422584.1	n/a	n/a
ENST00000454560.2	n/a	n/a
ENST00000442483.2	n/a	n/a
ENST00000487348.1	n/a	n/a
ENST00000422015.1	n/a	n/a
ENST00000362030.3	n/a	n/a
ENST00000446952.1	n/a	n/a
ENST00000438604.1	n/a	n/a
ENST00000422844.1	n/a	n/a
ENST00000439152.1	n/a	n/a
ENST00000428642.1	n/a	n/a
ENST00000440540.1	NR_146443	ACBD3-AS1
ENST00000451375.1	n/a	n/a
ENST00000453850.2	n/a	n/a
ENST00000612390.4	NR_121671	ERICH3-AS1
ENST00000413515.1	n/a	n/a
ENST00000439531.1	n/a	n/a
ENST00000449477.1	n/a	n/a
ENST00000635271.1	NR_132738	LNCTAM34A
ENST00000415338.1	n/a	n/a
ENST00000432653.1	n/a	n/a
ENST00000447908.2	NR_149058	KAZN-AS1
ENST00000444721.1	NR_046582	CHRM3-AS1
ENST00000452472.2	n/a	n/a
ENST00000416882.2	n/a	n/a
ENST00000434182.1	NR_152846	C2CD4D-AS1
ENST00000437586.1	n/a	n/a
ENST00000419190.2	NR_146472	ELF3-AS1
ENST00000438968.1	n/a	n/a
ENST00000424948.1	n/a	n/a
ENST00000415481.1	n/a	n/a
ENST00000430245.5	NR_152521	GAS5
ENST00000439004.1	NR_024236	C1orf140
ENST00000438139.1	NR_036557	LOC100506747
ENST00000421055.1	n/a	n/a
ENST00000442855.2	n/a	n/a
ENST00000458353.1	n/a	n/a
ENST00000649834.1	NR_034014	LINC01135
ENST00000646341.1	n/a	n/a
ENST00000429278.1	n/a	n/a
ENST00000442611.2	n/a	n/a
ENST00000442146.1	n/a	n/a
ENST00000414339.2	n/a	n/a
ENST00000413921.1	n/a	n/a
ENST00000443939.1	NR_125943	LOC101927434
ENST00000466086.2	n/a	n/a
ENST00000428027.1	n/a	n/a
ENST00000455032.1	n/a	n/a
ENST00000456105.2	NR_002929	LOC148709
ENST00000426275.1	n/a	n/a
ENST00000411908.1	n/a	n/a
ENST00000415166.1	n/a	n/a
ENST00000415629.2	n/a	n/a
ENST00000454246.1	n/a	n/a
ENST00000442712.1	n/a	n/a
ENST00000419596.1	n/a	n/a
ENST00000411964.2	n/a	n/a
ENST00000451217.1	n/a	n/a
ENST00000423197.2	NR_027088	LINC01777
ENST00000435784.2	n/a	n/a
ENST00000450197.1	n/a	n/a
ENST00000443847.2	n/a	n/a
ENST00000450461.1	NR_038420	ZRANB2-AS1
ENST00000439961.2	NR_002190	SUMO1P3
ENST00000446368.1	n/a	n/a
ENST00000454346.1	n/a	n/a
ENST00000426688.1	n/a	n/a
ENST00000426386.2	n/a	n/a
ENST00000537107.5	NM_001145210	ANKRD65
ENST00000423837.1	n/a	n/a
ENST00000412769.1	n/a	n/a
ENST00000430808.1	n/a	n/a
ENST00000429443.1	n/a	n/a
ENST00000416554.1	n/a	n/a
ENST00000431202.1	n/a	n/a
ENST00000447583.2	n/a	n/a
ENST00000423796.1	n/a	n/a
ENST00000428673.1	n/a	n/a
ENST00000416788.2	n/a	n/a
ENST00000444870.7	NM_001163724	SMIM1
ENST00000432247.1	n/a	n/a
ENST00000416470.1	NR_135054	LOC105378614
ENST00000635350.1	n/a	n/a
ENST00000442182.1	NR_126408	LINC01525
ENST00000451090.1	n/a	n/a
ENST00000426330.1	n/a	n/a
ENST00000453917.1	n/a	n/a
ENST00000420734.1	n/a	n/a
ENST00000441033.1	n/a	n/a
ENST00000596113.1	n/a	n/a
ENST00000414323.2	n/a	n/a
ENST00000413005.1	n/a	n/a
ENST00000450381.1	n/a	n/a
ENST00000445073.1	n/a	n/a
ENST00000432323.1	n/a	n/a
ENST00000446607.1	n/a	n/a
ENST00000448483.2	n/a	n/a
ENST00000433897.1	n/a	n/a
ENST00000444644.1	n/a	n/a
ENST00000457402.1	NR_108042	CYMP-AS1
ENST00000440621.1	n/a	n/a
ENST00000454736.1	n/a	n/a
ENST00000650525.1	n/a	n/a
ENST00000430450.2	n/a	n/a
ENST00000427498.1	n/a	n/a
ENST00000432488.1	NR_126351	LINC01221
ENST00000438509.1	NR_033998	LOC729970
ENST00000440688.1	n/a	n/a
ENST00000441071.5	NR_110725	HIPK1-AS1
ENST00000453229.1	n/a	n/a
ENST00000428233.1	n/a	n/a
ENST00000439621.1	n/a	n/a
ENST00000432081.1	n/a	n/a
ENST00000447479.2	n/a	n/a
ENST00000444823.1	n/a	n/a
ENST00000422958.1	n/a	n/a
ENST00000435828.1	n/a	n/a
ENST00000444067.2	n/a	n/a
ENST00000455447.1	n/a	n/a
ENST00000433044.1	n/a	n/a
ENST00000453135.1	NR_104624	LINC01647
ENST00000447422.1	n/a	n/a
ENST00000437325.2	n/a	n/a
ENST00000422857.1	NR_001560	CYCSP52
ENST00000425559.1	NM_001256615	LOC149373
ENST00000457405.1	n/a	n/a
ENST00000433377.1	n/a	n/a
ENST00000442280.1	n/a	n/a
ENST00000449298.1	n/a	n/a
ENST00000444639.5	NM_001162894	KIAA0040
ENST00000416270.2	n/a	n/a
ENST00000425787.2	n/a	n/a
ENST00000422259.1	NR_046591	DPYD-AS2
ENST00000426775.1	n/a	n/a
ENST00000610043.5	n/a	n/a
ENST00000433774.1	n/a	n/a
ENST00000414686.1	n/a	n/a
ENST00000416486.2	n/a	n/a
ENST00000457453.1	n/a	n/a
ENST00000444423.2	n/a	n/a
ENST00000472048.1	n/a	n/a
ENST00000422534.1	n/a	n/a
ENST00000416175.1	n/a	n/a
ENST00000427949.1	n/a	n/a
ENST00000441426.1	n/a	n/a
ENST00000456469.1	n/a	n/a
ENST00000424879.2	n/a	n/a
ENST00000433132.1	n/a	n/a
ENST00000456633.1	NR_147963	ASH1L-AS1
ENST00000421331.1	NR_103535	NEXN-AS1
ENST00000426515.1	n/a	n/a
ENST00000431011.2	NM_001128600	LCE6A
ENST00000452108.1	n/a	n/a
ENST00000447965.2	n/a	n/a
ENST00000454802.2	n/a	n/a
ENST00000444647.1	n/a	n/a
ENST00000427832.2	n/a	n/a
ENST00000456125.1	n/a	n/a
ENST00000412675.1	n/a	n/a
ENST00000439849.1	n/a	n/a
ENST00000451818.2	n/a	n/a
ENST00000456220.1	n/a	n/a
ENST00000439788.1	n/a	n/a
ENST00000427524.1	n/a	n/a
ENST00000642657.1	n/a	n/a
ENST00000431514.2	n/a	n/a
ENST00000425123.1	NR_024438	ACTG1P4
ENST00000414039.1	n/a	n/a
ENST00000445367.1	n/a	n/a
ENST00000428506.1	n/a	n/a
ENST00000463059.1	n/a	n/a
ENST00000429195.1	n/a	n/a
ENST00000445523.1	NR_110786	LOC101929099
ENST00000427732.1	n/a	n/a
ENST00000428812.1	NR_110698	LOC101928303
ENST00000458709.1	n/a	n/a
ENST00000454425.2	n/a	n/a
ENST00000439057.5	NR_033827	KDM4A-AS1
ENST00000452618.1	n/a	n/a
ENST00000486095.1	n/a	n/a
ENST00000416510.1	n/a	n/a
ENST00000446433.1	n/a	n/a
ENST00000563752.5	NR_002314	SLC25A3P1
ENST00000397776.2	n/a	n/a
ENST00000455788.1	n/a	n/a
ENST00000451646.1	n/a	n/a
ENST00000452834.5	NR_110632	LINC01361
ENST00000442276.1	n/a	n/a
ENST00000455475.2	n/a	n/a
ENST00000422983.1	n/a	n/a
ENST00000420867.1	n/a	n/a
ENST00000422630.1	n/a	n/a
ENST00000441288.2	n/a	n/a
ENST00000419275.2	NM_001123068	PPIAL4G
ENST00000427319.1	n/a	n/a
ENST00000417420.1	n/a	n/a
ENST00000425104.1	n/a	n/a
ENST00000414168.1	n/a	n/a
ENST00000455257.2	n/a	n/a
ENST00000441459.1	n/a	n/a
ENST00000449492.1	n/a	n/a
ENST00000424054.1	n/a	n/a
ENST00000438801.1	n/a	n/a
ENST00000442673.1	NR_024455	LINC01134
ENST00000429352.1	n/a	n/a
ENST00000420409.1	n/a	n/a
ENST00000422306.2	n/a	n/a
ENST00000422457.2	n/a	n/a
ENST00000430498.1	n/a	n/a
ENST00000419949.2	n/a	n/a
ENST00000455804.1	n/a	n/a
ENST00000436212.1	n/a	n/a
ENST00000457698.1	NR_110683	LINC01744
ENST00000422383.1	n/a	n/a
ENST00000414105.1	n/a	n/a
ENST00000412758.2	n/a	n/a
ENST00000455431.1	n/a	n/a
ENST00000421851.1	n/a	n/a
ENST00000411857.2	n/a	n/a
ENST00000418255.1	n/a	n/a
ENST00000635159.1	n/a	n/a
ENST00000420014.2	n/a	n/a
ENST00000444290.1	n/a	n/a
ENST00000430540.1	n/a	n/a
ENST00000419738.1	n/a	n/a
ENST00000455736.1	n/a	n/a
ENST00000440904.1	n/a	n/a
ENST00000430748.1	n/a	n/a
ENST00000458203.2	n/a	n/a
ENST00000419780.1	n/a	n/a
ENST00000419267.1	n/a	n/a
ENST00000283110.7	n/a	n/a
ENST00000648175.1	NR_125716	OVAAL
ENST00000427173.1	NR_110722	LINC01741
ENST00000452466.1	n/a	n/a
ENST00000445687.1	n/a	n/a
ENST00000468716.2	n/a	n/a
ENST00000415453.1	n/a	n/a
ENST00000431287.1	n/a	n/a
ENST00000446654.1	n/a	n/a
